driverId,driverRef,year,mean_L0_pos,mean_L0_adj,mean_L1_pos,mean_d,mean_d_adj,mean_DNF_GL,mean_d_DNF,mean_pit_GL,mean_d_pit,mean_pit_DNF_GL,mean_d_pit_DNF,mean_DNF_GL_C,mean_pit_GL_C,mean_d_pit_C,mean_d_DNF_C,mean_d_pit_DNF_C,var_L0_pos,var_L0_adj,var_L1_pos,var_d,var_d_adj,var_DNF_GL,var_d_DNF,var_pit_GL,var_d_pit,var_pit_DNF_GL,var_d_pit_DNF,var_DNF_GL_C,var_pit_GL_C,var_d_pit_C,var_d_DNF_C,var_d_pit_DNF_C,std_L0_pos,std_L0_adj,std_L1_pos,std_d,std_d_adj,std_DNF_GL,std_d_DNF,std_pit_GL,std_d_pit,std_pit_DNF_GL,std_d_pit_DNF,std_DNF_GL_C,std_pit_GL_C,std_d_pit_C,std_d_DNF_C,std_d_pit_DNF_C,median_L0_pos,median_L0_adj,median_L1_pos,median_d,median_d_adj,median_DNF_GL,median_d_DNF,median_pit_GL,median_d_pit,median_pit_DNF_GL,median_d_pit_DNF,median_DNF_GL_C,median_pit_GL_C,median_d_pit_C,median_d_DNF_C,median_d_pit_DNF_C,mad_L0_pos,mad_L0_adj,mad_L1_pos,mad_d,mad_d_adj,mad_DNF_GL,mad_d_DNF,mad_pit_GL,mad_d_pit,mad_pit_DNF_GL,mad_d_pit_DNF,mad_DNF_GL_C,mad_pit_GL_C,mad_d_pit_C,mad_d_DNF_C,mad_d_pit_DNF_C,sum_L0_pos,sum_L0_adj,sum_L1_pos,sum_d,sum_d_adj,sum_DNF_GL,sum_d_DNF,sum_pit_GL,sum_d_pit,sum_pit_DNF_GL,sum_d_pit_DNF,sum_DNF_GL_C,sum_pit_GL_C,sum_d_pit_C,sum_d_DNF_C,sum_d_pit_DNF_C,count_L0_pos,count_L0_adj,count_L1_pos,count_d,count_d_adj,count_DNF_GL,count_d_DNF,count_pit_GL,count_d_pit,count_pit_DNF_GL,count_d_pit_DNF,count_DNF_GL_C,count_pit_GL_C,count_d_pit_C,count_d_DNF_C,count_d_pit_DNF_C,min_L0_pos,min_L0_adj,min_L1_pos,min_d,min_d_adj,min_DNF_GL,min_d_DNF,min_pit_GL,min_d_pit,min_pit_DNF_GL,min_d_pit_DNF,min_DNF_GL_C,min_pit_GL_C,min_d_pit_C,min_d_DNF_C,min_d_pit_DNF_C,max_L0_pos,max_L0_adj,max_L1_pos,max_d,max_d_adj,max_DNF_GL,max_d_DNF,max_pit_GL,max_d_pit,max_pit_DNF_GL,max_d_pit_DNF,max_DNF_GL_C,max_pit_GL_C,max_d_pit_C,max_d_DNF_C,max_d_pit_DNF_C,kurt_L0_pos,kurt_L0_adj,kurt_L1_pos,kurt_d,kurt_d_adj,kurt_DNF_GL,kurt_d_DNF,kurt_pit_GL,kurt_d_pit,kurt_pit_DNF_GL,kurt_d_pit_DNF,kurt_DNF_GL_C,kurt_pit_GL_C,kurt_d_pit_C,kurt_d_DNF_C,kurt_d_pit_DNF_C
18,button,2014,8.47,8.47,8.11,0.37,0.37,0.26,0.11,0.11,0.26,0.37,0.0,0.26,0.11,0.22,0.11,0.06,8.15,8.15,12.77,4.8,4.8,0.32,4.54,0.1,4.32,0.47,4.11,0.32,0.1,4.54,4.54,4.29,2.86,2.86,3.57,2.19,2.19,0.56,2.13,0.32,2.08,0.68,2.03,0.56,0.32,2.13,2.13,2.07,9.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,,161,161,154,7,7,5,2,2,5,7,0,5.0,2.0,4.0,2.0,1.0,19,19,19,19,19,19,19,19,19,19,19,19,18,18,19,18,3,3,2,-5,-5,0,-5,0,-5,0,-5,0.0,0.0,-5.0,-5.0,-5.0,12,12,14,5,5,2,4,1,4,2,4,2.0,1.0,4.0,4.0,4.0,-1.05,-1.05,-1.1,1.64,1.64,4.25,1.05,6.51,1.57,1.71,1.23,4.25,5.98,1.38,1.05,1.19
18,button,2015,15.95,15.89,14.68,1.26,1.21,0.37,0.84,0.47,0.74,0.84,0.37,0.5,0.5,0.78,0.83,0.35,9.72,9.88,12.67,4.87,4.51,1.02,2.92,0.71,4.2,1.81,2.69,0.74,0.74,4.42,3.09,2.99,3.12,3.14,3.56,2.21,2.12,1.01,1.71,0.84,2.05,1.34,1.64,0.86,0.86,2.1,1.76,1.73,16.0,16.0,15.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,,303,302,279,24,23,7,16,9,14,16,7,9.0,9.0,14.0,15.0,6.0,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,17,10,10,9,-3,-3,-2,-3,0,-3,-2,-3,0.0,0.0,-3.0,-3.0,-3.0,20,20,20,5,4,3,4,3,4,3,4,3.0,3.0,4.0,4.0,4.0,-0.79,-0.89,-1.26,-0.99,-1.12,2.9,-0.03,3.73,-1.1,-0.24,0.54,3.38,3.38,-1.21,-0.2,0.25
18,button,2016,13.0,13.0,12.62,0.38,0.38,-0.29,0.67,0.33,0.05,0.05,0.33,0.25,0.35,0.15,0.7,0.58,17.6,17.6,25.75,16.95,16.95,6.31,10.33,0.23,16.85,5.75,9.43,0.3,0.24,17.5,10.85,9.7,4.2,4.2,5.07,4.12,4.12,2.51,3.21,0.48,4.1,2.4,3.07,0.55,0.49,4.18,3.29,3.11,12.0,12.0,12.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,,,,,,273,273,265,8,8,-6,14,7,1,1,7,5.0,7.0,3.0,14.0,11.0,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,19,3,3,2,-11,-11,-11,-8,0,-12,-10,-8,0.0,0.0,-12.0,-8.0,-8.0,22,22,22,8,8,2,8,1,7,2,7,2.0,1.0,7.0,8.0,7.0,1.03,1.03,0.05,2.58,2.58,18.88,2.51,-1.58,3.26,17.4,2.5,4.66,-1.72,3.35,2.32,3.19
18,button,2017,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,20,20,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,20,20,20,0,0,0,0,0,0,0,0,0.0,,,0.0,,20,20,20,0,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,,,,,,,,,,,,
19,davidson,2002,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,40,40,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,20,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,20,20,20,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
19,davidson,2005,15.0,15.0,16.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,16.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,15,16,-1,-1,0,-1,0,-1,0,-1,0.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,15,16,-1,-1,0,-1,0,-1,0,-1,0.0,0.0,-1.0,-1.0,-1.0,15,15,16,-1,-1,0,-1,0,-1,0,-1,0.0,0.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,
19,davidson,2007,16.06,16.06,16.76,-0.71,-0.71,0.29,-1.0,0.06,-0.76,0.35,-1.06,0.29,0.19,-0.94,-1.0,-1.25,8.43,8.43,7.07,9.72,9.72,0.6,11.0,0.56,9.44,1.24,10.81,0.6,0.3,9.53,11.0,10.87,2.9,2.9,2.66,3.12,3.12,0.77,3.32,0.75,3.07,1.11,3.29,0.77,0.54,3.09,3.32,3.3,16.0,16.0,17.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.5,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,,,2.0,,273,273,285,-12,-12,5,-17,1,-13,6,-18,5.0,3.0,-15.0,-17.0,-20.0,17,17,17,17,17,17,17,17,17,17,17,17,16,16,17,16,11,11,12,-10,-10,0,-10,-2,-10,-2,-10,0.0,0.0,-10.0,-10.0,-10.0,20,20,21,3,3,3,3,2,3,3,3,3.0,2.0,3.0,3.0,3.0,-0.89,-0.89,-0.78,4.1,4.1,10.26,2.31,5.95,4.27,1.94,2.27,10.26,9.09,4.23,2.31,2.21
19,davidson,2008,21.0,21.0,19.25,1.75,1.75,0.75,1.0,0.5,1.25,1.25,0.5,1.33,0.5,1.25,0.33,-0.33,0.0,0.0,0.25,0.25,0.25,1.58,2.0,1.0,0.92,2.92,3.0,0.33,1.0,0.92,0.33,0.33,0.0,0.0,0.5,0.5,0.5,1.26,1.41,1.0,0.96,1.71,1.73,0.58,1.0,0.96,0.58,0.58,21.0,21.0,19.0,2.0,2.0,1.0,0.5,0.0,1.5,1.5,0.0,1.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,1.0,0.5,,0.0,0.5,,,84,84,77,7,7,3,4,2,5,5,2,4.0,2.0,5.0,1.0,-1.0,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,21,21,19,1,1,-1,0,0,0,-1,-1,1.0,0.0,0.0,0.0,-1.0,21,21,20,2,2,2,3,2,2,3,3,2.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,2.23,1.5,4.0,-1.29,0.34,2.89,,4.0,-1.29,,
20,vettel,2007,14.38,14.38,14.75,-0.38,-0.38,0.0,-0.38,-0.75,0.38,-0.75,0.38,0.0,0.0,0.43,-0.38,0.43,21.98,21.98,21.93,12.27,12.27,0.0,12.27,4.5,7.12,4.5,7.12,0.0,0.0,8.29,12.27,8.29,4.69,4.69,4.68,3.5,3.5,0.0,3.5,2.12,2.67,2.12,2.67,0.0,0.0,2.88,3.5,2.88,16.0,16.0,14.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.5,1.0,2.5,2.5,3.5,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,,,2.0,,115,115,118,-3,-3,0,-3,-6,3,-6,3,0.0,0.0,3.0,-3.0,3.0,8,8,8,8,8,8,8,8,8,8,8,8,7,7,8,7,7,7,8,-6,-6,0,-6,-6,-4,-6,-4,0.0,0.0,-4.0,-6.0,-4.0,20,20,22,5,5,0,5,0,5,0,5,0.0,0.0,5.0,5.0,5.0,-0.75,-0.75,-1.05,-0.22,-0.22,0.0,-0.22,8.0,0.93,8.0,0.93,0.0,0.0,0.46,-0.22,0.46
20,vettel,2008,11.0,11.0,12.72,-1.72,-1.72,-1.44,-0.28,0.06,-1.78,-1.39,-0.33,0.0,0.06,-1.88,-0.14,-0.23,28.24,28.24,40.45,15.15,15.15,10.73,2.8,0.06,14.77,10.96,2.59,0.0,0.06,15.49,3.36,3.36,5.31,5.31,6.36,3.89,3.89,3.28,1.67,0.24,3.84,3.31,1.61,0.0,0.24,3.94,1.83,1.83,9.5,9.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,3.5,6.0,2.0,2.0,0.0,1.0,0.0,1.5,0.0,1.0,,,,,,198,198,229,-31,-31,-26,-5,1,-32,-25,-6,0.0,1.0,-32.0,-2.0,-3.0,18,18,18,18,18,18,18,18,18,18,18,14,17,17,14,13,1,1,1,-11,-11,-11,-4,0,-11,-11,-4,0.0,0.0,-11.0,-4.0,-4.0,19,19,22,2,2,0,2,1,2,1,2,0.0,1.0,2.0,2.0,2.0,-0.74,-0.74,-1.01,2.08,2.08,4.88,0.14,18.0,2.21,4.75,0.34,0.0,17.0,1.88,0.13,0.07
20,vettel,2009,4.41,4.41,4.82,-0.41,-0.41,0.24,-0.65,0.12,-0.53,0.35,-0.76,0.24,0.12,-0.53,-0.65,-0.76,18.38,18.38,11.4,3.76,3.76,0.57,2.37,0.11,3.39,0.99,2.32,0.57,0.11,3.39,2.37,2.32,4.29,4.29,3.38,1.94,1.94,0.75,1.54,0.33,1.84,1.0,1.52,0.75,0.33,1.84,1.54,1.52,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,75,75,82,-7,-7,4,-11,2,-9,6,-13,4.0,2.0,-9.0,-11.0,-13.0,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,1,1,-5,-5,0,-5,0,-5,0,-5,0.0,0.0,-5.0,-5.0,-5.0,15,15,11,4,4,3,1,1,3,4,1,3.0,1.0,3.0,1.0,1.0,1.55,1.55,-0.73,2.04,2.04,13.05,2.83,5.44,1.3,12.75,2.49,13.05,5.44,1.3,2.83,2.49
20,vettel,2010,1.95,1.95,3.16,-1.21,-1.21,0.05,-1.26,-1.16,-0.05,-1.11,-0.11,0.05,0.0,0.0,-1.26,-0.06,1.83,1.83,27.58,28.73,28.73,0.05,28.76,25.47,0.94,25.65,1.1,0.05,0.0,0.94,28.76,1.11,1.35,1.35,5.25,5.36,5.36,0.23,5.36,5.05,0.97,5.07,1.05,0.23,0.0,0.97,5.36,1.06,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,37,37,60,-23,-23,1,-24,-22,-1,-21,-2,1.0,0.0,0.0,-24.0,-1.0,19,19,19,19,19,19,19,19,19,19,19,19,18,18,19,18,1,1,1,-23,-23,0,-23,-22,-2,-22,-2,0.0,0.0,-2.0,-23.0,-2.0,6,6,24,2,2,1,2,0,2,1,2,1.0,0.0,2.0,2.0,2.0,3.36,3.36,15.72,17.64,17.64,19.0,17.4,19.0,0.96,18.91,0.5,19.0,0.0,1.31,17.4,0.74
20,vettel,2011,1.26,1.26,2.63,-1.37,-1.37,-1.21,-0.16,0.0,-1.37,-1.21,-0.16,0.0,0.0,-1.37,-0.17,-0.17,0.32,0.32,27.47,27.91,27.91,27.84,0.47,0.0,27.91,27.84,0.47,0.0,0.0,27.91,0.5,0.5,0.56,0.56,5.24,5.28,5.28,5.28,0.69,0.0,5.28,5.28,0.69,0.0,0.0,5.28,0.71,0.71,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,24,24,50,-26,-26,-23,-3,0,-26,-23,-3,0.0,0.0,-26.0,-3.0,-3.0,19,19,19,19,19,19,19,19,19,19,19,18,19,19,18,18,1,1,1,-23,-23,-23,-2,0,-23,-23,-2,0.0,0.0,-23.0,-2.0,-2.0,3,3,24,1,1,0,1,0,1,0,1,0.0,0.0,1.0,1.0,1.0,4.25,4.25,17.88,18.25,18.25,19.0,2.18,0.0,18.25,19.0,2.18,0.0,0.0,18.25,1.91,1.91
20,vettel,2012,5.05,5.05,5.75,-0.7,-0.7,0.3,-1.0,0.25,-0.95,0.55,-1.25,0.3,0.25,-0.95,-1.0,-1.25,29.84,29.84,40.51,18.85,18.85,0.85,19.37,0.41,18.47,2.16,19.88,0.85,0.41,18.47,19.37,19.88,5.46,5.46,6.36,4.34,4.34,0.92,4.4,0.64,4.3,1.47,4.46,0.92,0.64,4.3,4.4,4.46,3.5,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,101,101,115,-14,-14,6,-20,5,-19,11,-25,6.0,5.0,-19.0,-20.0,-25.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,1,1,-18,-18,0,-18,0,-18,0,-18,0.0,0.0,-18.0,-18.0,-18.0,24,24,22,4,4,4,3,2,3,6,2,4.0,2.0,3.0,3.0,2.0,7.24,7.24,1.79,14.82,14.82,15.15,12.75,4.77,14.46,10.77,11.27,15.15,4.77,14.46,12.75,11.27
20,vettel,2013,2.05,2.05,1.84,0.21,0.21,0.0,0.21,0.0,0.21,0.0,0.21,0.0,0.0,0.21,0.21,0.21,3.39,3.39,3.47,0.29,0.29,0.0,0.29,0.0,0.29,0.0,0.29,0.0,0.0,0.29,0.29,0.29,1.84,1.84,1.86,0.54,0.54,0.0,0.54,0.0,0.54,0.0,0.54,0.0,0.0,0.54,0.54,0.54,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,39,35,4,4,0,4,0,4,0,4,0.0,0.0,4.0,4.0,4.0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,1,1,1,-1,-1,0,-1,0,-1,0,-1,0.0,0.0,-1.0,-1.0,-1.0,9,9,9,1,1,0,1,0,1,0,1,0.0,0.0,1.0,1.0,1.0,12.29,12.29,13.37,0.32,0.32,0.0,0.32,0.0,0.32,0.0,0.32,0.0,0.0,0.32,0.32,0.32
20,vettel,2014,7.79,7.79,7.53,0.26,0.26,0.21,0.05,0.11,0.16,0.32,-0.05,0.21,0.11,0.06,0.05,-0.06,29.62,29.62,28.26,3.2,3.2,0.29,3.16,0.1,2.92,0.45,2.94,0.29,0.1,2.88,3.16,3.11,5.44,5.44,5.32,1.79,1.79,0.54,1.78,0.32,1.71,0.67,1.72,0.54,0.32,1.7,1.78,1.76,6.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,,148,148,143,5,5,4,1,2,3,6,-1,4.0,2.0,1.0,1.0,-1.0,19,19,19,19,19,19,19,19,19,19,19,19,18,18,19,18,2,2,2,-3,-3,0,-4,0,-3,0,-4,0.0,0.0,-3.0,-4.0,-4.0,19,19,18,3,3,2,3,1,3,2,3,2.0,1.0,3.0,3.0,3.0,-0.44,-0.44,-0.93,-0.44,-0.44,6.88,0.32,6.51,-0.42,2.81,0.55,6.88,5.98,-0.39,0.32,0.36
20,vettel,2015,5.32,5.32,5.32,0.0,0.0,0.05,-0.05,-0.74,0.74,-0.68,0.68,0.05,0.11,0.78,-0.05,0.72,22.78,22.78,26.23,18.0,18.0,0.05,17.72,13.87,2.09,14.01,1.89,0.05,0.22,2.18,17.72,1.98,4.77,4.77,5.12,4.24,4.24,0.23,4.21,3.72,1.45,3.74,1.38,0.23,0.47,1.48,4.21,1.41,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,,101,101,101,0,0,1,-1,-14,14,-13,13,1.0,2.0,14.0,-1.0,13.0,19,19,19,19,19,19,19,19,19,19,19,19,18,18,19,18,1,1,1,-16,-16,0,-16,-16,-2,-16,-2,0.0,0.0,-2.0,-16.0,-2.0,18,18,19,6,6,1,6,2,4,2,4,1.0,2.0,4.0,6.0,4.0,2.26,2.26,2.24,12.48,12.48,19.0,12.77,18.34,0.28,18.22,0.7,19.0,18.0,0.14,12.77,0.56
20,vettel,2016,6.05,6.05,8.67,-2.62,-2.62,-1.29,-1.33,-0.67,-1.95,-1.95,-0.67,0.16,0.05,-2.26,-1.47,-0.88,17.65,17.65,51.03,45.15,45.15,21.41,27.23,10.83,37.55,30.45,17.83,0.25,0.05,40.54,30.04,21.99,4.2,4.2,7.14,6.72,6.72,4.63,5.22,3.29,6.13,5.52,4.22,0.5,0.23,6.37,5.48,4.69,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,127,127,182,-55,-55,-27,-28,-14,-41,-41,-14,3.0,1.0,-43.0,-28.0,-15.0,21,21,21,21,21,21,21,21,21,21,21,19,19,19,19,17,3,3,1,-18,-18,-17,-18,-15,-18,-17,-18,0.0,0.0,-18.0,-18.0,-18.0,22,22,22,2,2,2,2,1,2,2,2,2.0,1.0,2.0,2.0,2.0,10.79,10.79,-0.62,1.03,1.03,8.27,6.75,20.79,2.92,3.47,15.78,11.19,19.0,2.27,5.78,12.62
20,vettel,2017,3.15,3.1,3.95,-0.8,-0.85,-0.85,0.0,-0.3,-0.55,-1.15,0.3,0.0,0.06,-0.67,0.0,0.29,17.08,15.36,19.31,20.48,19.71,14.45,5.26,2.54,17.42,16.45,2.43,0.0,0.06,19.29,5.56,2.85,4.13,3.92,4.39,4.53,4.44,3.8,2.29,1.59,4.17,4.06,1.56,0.0,0.24,4.39,2.36,1.69,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5,,,,,,63,62,79,-16,-17,-17,0,-6,-11,-23,6,0.0,1.0,-12.0,0.0,5.0,20,20,20,20,20,20,20,20,20,20,20,19,18,18,19,17,1,1,1,-17,-17,-17,-7,-7,-17,-17,-2,0.0,0.0,-17.0,-7.0,-2.0,20,19,18,7,6,0,6,1,6,1,6,0.0,1.0,6.0,6.0,6.0,16.46,16.09,5.44,9.23,9.8,20.0,6.2,19.11,14.34,13.64,9.82,0.0,18.0,12.87,5.82,8.68
20,vettel,2018,2.86,2.86,4.48,-1.62,-1.62,0.0,-1.62,-1.24,-0.38,-1.24,-0.38,0.0,0.0,-0.28,-1.62,-0.28,3.23,3.23,28.86,26.15,26.15,0.0,26.15,15.39,6.55,15.39,6.55,0.0,0.0,7.27,26.15,7.27,1.8,1.8,5.37,5.11,5.11,0.0,5.11,3.92,2.56,3.92,2.56,0.0,0.0,2.7,5.11,2.7,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,,1.0,,60,60,94,-34,-34,0,-34,-26,-8,-26,-8,0.0,0.0,-5.0,-34.0,-5.0,21,21,21,21,21,21,21,21,21,21,21,21,18,18,21,18,1,1,1,-16,-16,0,-16,-14,-10,-14,-10,0.0,0.0,-10.0,-16.0,-10.0,8,8,18,4,4,0,4,0,4,0,4,0.0,0.0,4.0,4.0,4.0,2.22,2.22,2.3,3.65,3.65,0.0,3.65,7.89,10.62,7.89,10.62,0.0,0.0,11.11,3.65,11.11
20,vettel,2019,4.24,4.24,4.05,0.19,0.19,0.0,0.19,0.0,0.19,0.0,0.19,0.0,0.0,0.19,0.19,0.19,16.89,16.89,8.15,3.56,3.56,0.0,3.56,0.0,3.56,0.0,3.56,0.0,0.0,3.56,3.56,3.56,4.11,4.11,2.85,1.89,1.89,0.0,1.89,0.0,1.89,0.0,1.89,0.0,0.0,1.89,1.89,1.89,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,89,89,85,4,4,0,4,0,4,0,4,0.0,0.0,4.0,4.0,4.0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,1,1,1,-4,-4,0,-4,0,-4,0,-4,0.0,0.0,-4.0,-4.0,-4.0,20,20,14,6,6,0,6,0,6,0,6,0.0,0.0,6.0,6.0,6.0,11.33,11.33,6.9,4.64,4.64,0.0,4.64,0.0,4.64,0.0,4.64,0.0,0.0,4.64,4.64,4.64
20,vettel,2020,12.06,12.06,12.59,-0.53,-0.53,-0.06,-0.47,0.06,-0.59,0.0,-0.53,0.31,0.4,-0.47,-0.5,-0.36,7.18,7.18,21.13,14.51,14.51,2.81,12.14,2.06,12.38,5.0,10.14,0.5,0.4,13.12,12.93,11.48,2.68,2.68,4.6,3.81,3.81,1.68,3.48,1.43,3.52,2.24,3.18,0.7,0.63,3.62,3.6,3.39,11.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,205,205,214,-9,-9,-1,-8,1,-10,0,-9,5.0,6.0,-7.0,-8.0,-5.0,17,17,17,17,17,17,17,17,17,17,17,16,15,15,16,14,5,5,3,-9,-9,-6,-9,-5,-9,-6,-9,0.0,0.0,-9.0,-9.0,-9.0,17,17,20,8,8,2,8,2,7,4,7,2.0,2.0,7.0,8.0,7.0,2.09,2.09,0.24,1.56,1.56,11.15,3.19,10.79,2.0,3.24,3.94,3.0,1.26,2.3,2.88,4.13
